Player,Roster Position,%Drafted,FPTS
Domantas Sabonis,UTIL,84.62%,51.0
Anthony Edwards,UTIL,69.23%,43.0
Taurean Prince,UTIL,56.41%,10.0
Keegan Murray,UTIL,53.85%,6.25
De'Aaron Fox,UTIL,51.28%,38.5
Kyle Anderson,UTIL,48.72%,47.25
Rudy Gobert,UTIL,46.15%,35.5
Harrison Barnes,UTIL,41.03%,27.0
Jaden McDaniels,UTIL,33.33%,31.5
Trey Lyles,UTIL,25.64%,30.0
Mike Conley,UTIL,23.08%,34.25
Terence Davis,UTIL,15.38%,5.25
Jordan McLaughlin,UTIL,12.82%,8.25
Naz Reid,UTIL,10.26%,17.5
Chimezie Metu,UTIL,10.26%,8.5
Nickeil Alexander-Walker,UTIL,7.69%,33.25
Malik Monk,UTIL,5.13%,16.75
Kevin Huerter,UTIL,5.13%,39.0
