Player,Roster Position,%Drafted,FPTS
Bradley Beal,UTIL,85.00%,45.0
Fred VanVleet,UTIL,80.00%,59.5
Kristaps Porzingis,UTIL,70.00%,50.75
Jakob Poeltl,UTIL,70.00%,21.25
Pascal Siakam,UTIL,55.00%,36.5
Kyle Kuzma,UTIL,45.00%,23.5
OG Anunoby,UTIL,40.00%,15.75
Delon Wright,UTIL,30.00%,50.5
Corey Kispert,UTIL,30.00%,20.0
Scottie Barnes,UTIL,25.00%,24.25
Daniel Gafford,UTIL,20.00%,17.0
Gary Trent Jr.,UTIL,15.00%,44.25
Deni Avdija,UTIL,10.00%,2.0
Chris Boucher,UTIL,10.00%,16.5
Precious Achiuwa,UTIL,5.00%,7.5
Jordan Goodwin,UTIL,5.00%,12.75
Kendrick Nunn,UTIL,5.00%,-0.25
