Player,Roster Position,%Drafted,FPTS
Tyrese Maxey,PG,65.00%,32.25
De'Anthony Melton,SG,60.00%,9.0
Keegan Murray,SF,60.00%,6.25
Harrison Barnes,SF,50.00%,27.0
Joel Embiid,C,45.00%,56.0
Rudy Gobert,C,40.00%,35.5
Kevin Huerter,SG,40.00%,39.0
De'Aaron Fox,PG,40.00%,38.5
Taurean Prince,SF,35.00%,10.0
Kyle Anderson,PF,35.00%,47.25
Jaden McDaniels,SF,35.00%,31.5
James Harden,PG,30.00%,69.25
Tobias Harris,SF,30.00%,6.0
Anthony Edwards,SG,30.00%,43.0
Brook Lopez,C,25.00%,42.5
Giannis Antetokounmpo,PF,20.00%,58.25
Mike Conley,PG,15.00%,34.25
Trey Lyles,PF,15.00%,30.0
Domantas Sabonis,C,15.00%,51.0
Naz Reid,PF,15.00%,17.5
Khris Middleton,SF,10.00%,14.25
P.J. Tucker,PF,5.00%,8.0
Jrue Holiday,PG,5.00%,54.0
Joe Ingles,G,5.00%,12.25
Austin Rivers,SG,5.00%,0.0
Pat Connaughton,G,5.00%,3.5
Bobby Portis,F,5.00%,13.75
Grayson Allen,SG,5.00%,31.25
Malik Monk,G,5.00%,16.75
Davion Mitchell,PG,5.00%,3.5
Nickeil Alexander-Walker,SG,5.00%,33.25
