Player,Roster Position,%Drafted,FPTS
Domantas Sabonis,UTIL,91.30%,13.5
De'Aaron Fox,UTIL,60.87%,12.5
Anthony Edwards,UTIL,52.17%,7.75
Taurean Prince,UTIL,52.17%,0.0
Kyle Anderson,UTIL,47.83%,8.5
Harrison Barnes,UTIL,39.13%,4.5
Kevin Huerter,UTIL,34.78%,5.5
Naz Reid,UTIL,30.43%,0.0
Trey Lyles,UTIL,30.43%,4.75
Malik Monk,UTIL,26.09%,2.0
Jaden McDaniels,UTIL,26.09%,8.25
Nickeil Alexander-Walker,UTIL,26.09%,9.0
Rudy Gobert,UTIL,21.74%,14.25
Mike Conley,UTIL,17.39%,12.5
Jordan McLaughlin,UTIL,17.39%,0.0
Keegan Murray,UTIL,8.70%,0.0
Chimezie Metu,UTIL,8.70%,0.0
Terence Davis,UTIL,4.35%,0.0
Luka Garza,UTIL,4.35%,0.0
