Player,Roster Position,%Drafted,FPTS
Tyrese Maxey,PG,75.56%,32.25
Keegan Murray,SF,48.89%,6.25
James Harden,PG,44.44%,69.25
Harrison Barnes,SF,37.78%,27.0
De'Aaron Fox,PG,37.78%,38.5
Joel Embiid,C,33.33%,56.0
Naz Reid,PF,31.11%,17.5
Anthony Edwards,SG,31.11%,43.0
Tobias Harris,SF,28.89%,6.0
Taurean Prince,SF,28.89%,10.0
Rudy Gobert,C,28.89%,35.5
Kyle Anderson,SF,26.67%,47.25
Giannis Antetokounmpo,PF,26.67%,58.25
Trey Lyles,PF,26.67%,30.0
De'Anthony Melton,SG,26.67%,9.0
Jaden McDaniels,SF,26.67%,31.5
Kevin Huerter,SG,20.00%,39.0
Khris Middleton,SF,17.78%,14.25
Mike Conley,G,15.56%,34.25
Grayson Allen,SG,15.56%,31.25
Malik Monk,SG,15.56%,16.75
Brook Lopez,C,13.33%,42.5
Jrue Holiday,PG,13.33%,54.0
Pat Connaughton,SG,13.33%,3.5
Nickeil Alexander-Walker,SG,13.33%,33.25
Bobby Portis,PF,11.11%,13.75
Domantas Sabonis,C,11.11%,51.0
Davion Mitchell,PG,11.11%,3.5
Joe Ingles,PG,8.89%,12.25
Jevon Carter,G,6.67%,11.25
P.J. Tucker,F,4.44%,8.0
Jae Crowder,PF,2.22%,4.75
Alex Len,C,2.22%,0.0
Jordan McLaughlin,G,2.22%,8.25
Matt Ryan,SF,2.22%,0.0
Chimezie Metu,UTIL,2.22%,8.5
Paul Reed,UTIL,2.22%,12.5
