Player,Roster Position,%Drafted,FPTS
Devonte' Graham,PG,76.47%,39.0
Jeremy Sochan,PF,76.47%,28.0
Bam Adebayo,C,64.71%,57.75
Trae Young,PG,64.71%,35.5
Tari Eason,SF,64.71%,38.25
Jalen Green,PG,64.71%,19.0
Jabari Smith Jr.,PF,58.82%,17.0
Jimmy Butler,SF,47.06%,44.25
Zach Collins,C,41.18%,39.0
Tre Jones,PG,29.41%,19.75
Tyler Herro,PG,29.41%,34.5
Kevin Porter Jr.,PG,29.41%,28.0
Alperen Sengun,C,29.41%,36.5
KJ Martin,SF,23.53%,34.75
Kevin Love,PF,17.65%,16.25
Dejounte Murray,G,11.76%,23.75
TyTy Washington Jr.,G,11.76%,0.0
Bogdan Bogdanovic,SF,5.88%,18.0
Caleb Martin,SF,5.88%,24.25
Keita Bates-Diop,PF,5.88%,30.25
Duncan Robinson,PF,5.88%,0.0
John Collins,C,5.88%,3.75
Saddiq Bey,SF,5.88%,33.75
Romeo Langford,SG,5.88%,7.25
Onyeka Okongwu,C,5.88%,21.0
Josh Christopher,F,5.88%,24.25
Blake Wesley,PG,5.88%,6.5
