Player,Roster Position,%Drafted,FPTS
Tari Eason,SF,69.57%,38.25
Devonte' Graham,PG,65.22%,39.0
Jeremy Sochan,PF,60.87%,28.0
Jalen Green,PG,56.52%,19.0
Marvin Bagley III,PF,43.48%,48.25
Hamidou Diallo,SG,43.48%,26.75
Joel Embiid,C,39.13%,56.0
Tre Jones,PG,39.13%,19.75
Zach Collins,C,30.43%,39.0
Anthony Edwards,SF,26.09%,43.0
Tyrese Maxey,SG,26.09%,32.25
Keegan Murray,PF,26.09%,6.25
Giannis Antetokounmpo,C,21.74%,58.25
De'Aaron Fox,PG,21.74%,38.5
Bam Adebayo,C,21.74%,57.75
James Harden,G,17.39%,69.25
Rudy Gobert,C,17.39%,35.5
Jarrett Allen,C,13.04%,24.75
James Wiseman,C,13.04%,19.75
Harrison Barnes,F,13.04%,27.0
Caris LeVert,SG,13.04%,20.5
Blake Wesley,PG,13.04%,6.5
Domantas Sabonis,C,8.70%,51.0
Jabari Smith Jr.,F,8.70%,17.0
Trae Young,G,4.35%,35.5
Donovan Mitchell,PG,4.35%,36.25
Jimmy Butler,UTIL,4.35%,44.25
Darius Garland,PG,4.35%,40.75
Dejounte Murray,G,4.35%,23.75
Evan Mobley,PF,4.35%,48.75
Alperen Sengun,C,4.35%,36.5
Kevin Porter Jr.,PG,4.35%,28.0
Tyler Herro,PG,4.35%,34.5
Brook Lopez,UTIL,4.35%,42.5
KJ Martin,UTIL,4.35%,34.75
Jaden Ivey,PG,4.35%,16.0
Kyle Anderson,SF,4.35%,47.25
Kevin Love,F,4.35%,16.25
Keita Bates-Diop,SF,4.35%,30.25
Malik Monk,SG,4.35%,16.75
Kevin Huerter,G,4.35%,39.0
Jaden McDaniels,SF,4.35%,31.5
De'Andre Hunter,PF,4.35%,25.75
Taurean Prince,F,4.35%,10.0
Romeo Langford,G,4.35%,7.25
