Player,Roster Position,%Drafted,FPTS
Tyrese Maxey,PG,100.00%,32.25
Harrison Barnes,SF,82.35%,27.0
Jaden McDaniels,SF,82.35%,31.5
De'Anthony Melton,SG,70.59%,9.0
Keegan Murray,SF,70.59%,6.25
Kyle Anderson,SF,64.71%,47.25
Joel Embiid,C,64.71%,56.0
James Harden,PG,52.94%,69.25
Tobias Harris,PF,35.29%,6.0
Mike Conley,PG,29.41%,34.25
Domantas Sabonis,C,29.41%,51.0
De'Aaron Fox,PG,23.53%,38.5
Rudy Gobert,C,17.65%,35.5
Giannis Antetokounmpo,C,11.76%,58.25
Kevin Huerter,G,11.76%,39.0
Naz Reid,F,11.76%,17.5
Brook Lopez,UTIL,5.88%,42.5
Joe Ingles,PG,5.88%,12.25
Grayson Allen,SG,5.88%,31.25
Jordan McLaughlin,G,5.88%,8.25
Trey Lyles,UTIL,5.88%,30.0
Malik Monk,G,5.88%,16.75
Anthony Edwards,SG,5.88%,43.0
