Player,Roster Position,%Drafted,FPTS
Domantas Sabonis,UTIL,77.78%,18.25
De'Aaron Fox,UTIL,77.78%,23.5
Naz Reid,UTIL,66.67%,1.25
Anthony Edwards,UTIL,55.56%,23.5
Kyle Anderson,UTIL,55.56%,21.75
Taurean Prince,UTIL,55.56%,-0.5
Malik Monk,UTIL,22.22%,8.25
Kevin Huerter,UTIL,22.22%,28.0
Harrison Barnes,UTIL,22.22%,11.0
Keegan Murray,UTIL,22.22%,4.25
Jaden McDaniels,UTIL,11.11%,18.5
Terence Davis,UTIL,11.11%,0.0
Davion Mitchell,UTIL,11.11%,3.5
Jordan McLaughlin,UTIL,11.11%,1.25
Nickeil Alexander-Walker,CPT,11.11%,25.88
