Player,Roster Position,%Drafted,FPTS
Jeremy Sochan,PF,85.00%,28.0
Devonte' Graham,PG,85.00%,39.0
Jalen Green,PG,75.00%,19.0
Joel Embiid,C,65.00%,56.0
Tari Eason,SF,65.00%,38.25
Marvin Bagley III,PF,55.00%,48.25
Tre Jones,PG,50.00%,19.75
Bam Adebayo,C,35.00%,57.75
Hamidou Diallo,SG,30.00%,26.75
De'Aaron Fox,PG,25.00%,38.5
Evan Mobley,PF,25.00%,48.75
Tyrese Maxey,SG,25.00%,32.25
Keegan Murray,SF,20.00%,6.25
Giannis Antetokounmpo,UTIL,15.00%,58.25
Kyle Anderson,SF,15.00%,47.25
James Wiseman,C,15.00%,19.75
Harrison Barnes,PF,15.00%,27.0
Anthony Edwards,SF,10.00%,43.0
Jarrett Allen,C,10.00%,24.75
Zach Collins,C,10.00%,39.0
Jaden Ivey,G,10.00%,16.0
Domantas Sabonis,UTIL,5.00%,51.0
James Harden,G,5.00%,69.25
Donovan Mitchell,PG,5.00%,36.25
Alperen Sengun,C,5.00%,36.5
Kevin Porter Jr.,G,5.00%,28.0
Jabari Smith Jr.,F,5.00%,17.0
Max Strus,SF,5.00%,12.25
Bogdan Bogdanovic,SG,5.00%,18.0
Gabe Vincent,UTIL,5.00%,16.5
Victor Oladipo,PG,5.00%,12.5
Onyeka Okongwu,C,5.00%,21.0
De'Anthony Melton,F,5.00%,9.0
