Player,Roster Position,%Drafted,FPTS
Giannis Antetokounmpo,UTIL,93.55%,58.25
Joel Embiid,UTIL,83.87%,56.0
Tyrese Maxey,UTIL,58.06%,32.25
James Harden,UTIL,54.84%,69.25
P.J. Tucker,UTIL,48.39%,8.0
Grayson Allen,UTIL,35.48%,31.25
Tobias Harris,UTIL,32.26%,6.0
Jalen McDaniels,UTIL,29.03%,11.0
De'Anthony Melton,UTIL,25.81%,9.0
Brook Lopez,UTIL,22.58%,42.5
Jrue Holiday,UTIL,19.35%,54.0
Khris Middleton,UTIL,19.35%,14.25
Joe Ingles,UTIL,19.35%,12.25
Jae Crowder,UTIL,16.13%,4.75
Bobby Portis,UTIL,12.90%,13.75
Pat Connaughton,UTIL,12.90%,3.5
Paul Reed,UTIL,6.45%,12.5
Montrezl Harrell,UTIL,3.23%,0.0
Jevon Carter,UTIL,3.23%,11.25
Georges Niang,UTIL,3.23%,21.75
