Player,Roster Position,%Drafted,FPTS
Tyrese Maxey,PG,85.71%,32.25
Keegan Murray,SF,74.29%,6.25
Harrison Barnes,SF,68.57%,27.0
De'Anthony Melton,SG,68.57%,9.0
Kyle Anderson,SF,65.71%,47.25
Jaden McDaniels,SF,60.00%,31.5
Joel Embiid,C,57.14%,56.0
James Harden,PG,51.43%,69.25
De'Aaron Fox,PG,34.29%,38.5
Domantas Sabonis,C,31.43%,51.0
Mike Conley,PG,20.00%,34.25
Rudy Gobert,C,17.14%,35.5
Giannis Antetokounmpo,PF,14.29%,58.25
Trey Lyles,PF,14.29%,30.0
Naz Reid,PF,14.29%,17.5
Anthony Edwards,SG,14.29%,43.0
Tobias Harris,PF,11.43%,6.0
Pat Connaughton,SG,11.43%,3.5
Kevin Huerter,SG,11.43%,39.0
P.J. Tucker,PF,8.57%,8.0
Brook Lopez,C,8.57%,42.5
Khris Middleton,SF,8.57%,14.25
Malik Monk,SG,8.57%,16.75
Nickeil Alexander-Walker,SG,8.57%,33.25
Joe Ingles,SG,5.71%,12.25
Jrue Holiday,PG,2.86%,54.0
Jae Crowder,SF,2.86%,4.75
Taurean Prince,F,2.86%,10.0
Montrezl Harrell,C,2.86%,0.0
Grayson Allen,G,2.86%,31.25
Jordan McLaughlin,G,2.86%,8.25
Shake Milton,SG,2.86%,4.75
Jaylen Nowell,G,2.86%,0.0
AJ Green,PG,2.86%,0.0
