Player,Roster Position,%Drafted,FPTS
Tyrese Maxey,PG,100.00%,32.25
Keegan Murray,SF,90.91%,6.25
Kyle Anderson,SF,81.82%,47.25
Joel Embiid,C,81.82%,56.0
James Harden,PG,72.73%,69.25
De'Anthony Melton,SG,72.73%,9.0
Harrison Barnes,SF,63.64%,27.0
Jaden McDaniels,SF,63.64%,31.5
Khris Middleton,F,18.18%,14.25
Tobias Harris,SF,18.18%,6.0
Rudy Gobert,C,18.18%,35.5
Grayson Allen,SG,18.18%,31.25
De'Aaron Fox,PG,18.18%,38.5
Naz Reid,PF,18.18%,17.5
Anthony Edwards,SF,18.18%,43.0
Brook Lopez,UTIL,9.09%,42.5
Taurean Prince,F,9.09%,10.0
Trey Lyles,UTIL,9.09%,30.0
Kevin Huerter,G,9.09%,39.0
Malik Monk,SG,9.09%,16.75
