Player,Roster Position,%Drafted,FPTS
Donovan Mitchell,UTIL,91.30%,36.25
Darius Garland,UTIL,78.26%,40.75
Evan Mobley,UTIL,73.91%,48.75
Jarrett Allen,UTIL,43.48%,24.75
Killian Hayes,UTIL,43.48%,16.5
James Wiseman,UTIL,43.48%,19.75
Hamidou Diallo,UTIL,43.48%,26.75
Jaden Ivey,UTIL,39.13%,16.0
Caris LeVert,UTIL,21.74%,20.5
Marvin Bagley III,UTIL,17.39%,48.25
Rodney McGruder,UTIL,17.39%,6.0
Ricky Rubio,UTIL,13.04%,24.25
Cory Joseph,UTIL,13.04%,17.0
R.J. Hampton,UTIL,13.04%,13.75
Isaac Okoro,UTIL,8.70%,8.5
Isaiah Livers,UTIL,8.70%,17.5
Dean Wade,UTIL,4.35%,8.25
