Player,Roster Position,%Drafted,FPTS
Bam Adebayo,UTIL,82.61%,57.75
Jimmy Butler,UTIL,69.57%,44.25
Trae Young,UTIL,65.22%,35.5
Dejounte Murray,UTIL,60.87%,23.75
Tyler Herro,UTIL,56.52%,34.5
Clint Capela,UTIL,34.78%,37.75
De'Andre Hunter,UTIL,34.78%,25.75
Gabe Vincent,UTIL,30.43%,16.5
Onyeka Okongwu,UTIL,30.43%,21.0
Caleb Martin,UTIL,26.09%,24.25
Jalen Johnson,UTIL,26.09%,13.0
Saddiq Bey,UTIL,17.39%,33.75
Kevin Love,UTIL,13.04%,16.25
Victor Oladipo,UTIL,13.04%,12.5
Cody Zeller,UTIL,13.04%,15.0
Bogdan Bogdanovic,UTIL,8.70%,18.0
John Collins,UTIL,8.70%,3.75
Duncan Robinson,UTIL,4.35%,0.0
AJ Griffin,UTIL,4.35%,0.0
