Player,Roster Position,%Drafted,FPTS
Harrison Barnes,SF,66.67%,27.0
Tyrese Maxey,PG,66.67%,32.25
Keegan Murray,SF,66.67%,6.25
Kyle Anderson,SF,50.00%,47.25
Rudy Gobert,C,50.00%,35.5
Jaden McDaniels,SF,50.00%,31.5
James Harden,PG,41.67%,69.25
Joel Embiid,C,41.67%,56.0
De'Anthony Melton,SG,41.67%,9.0
De'Aaron Fox,PG,41.67%,38.5
Anthony Edwards,SG,41.67%,43.0
Domantas Sabonis,C,25.00%,51.0
Kevin Huerter,SG,25.00%,39.0
Nickeil Alexander-Walker,PG,25.00%,33.25
Naz Reid,PF,25.00%,17.5
Mike Conley,PG,16.67%,34.25
Tobias Harris,PF,16.67%,6.0
Taurean Prince,F,16.67%,10.0
P.J. Tucker,F,8.33%,8.0
Brook Lopez,UTIL,8.33%,42.5
Jrue Holiday,PG,8.33%,54.0
Khris Middleton,F,8.33%,14.25
Meyers Leonard,UTIL,8.33%,0.0
Jae Crowder,SF,8.33%,4.75
Giannis Antetokounmpo,PF,8.33%,58.25
Jordan McLaughlin,G,8.33%,8.25
Trey Lyles,PF,8.33%,30.0
Malik Monk,G,8.33%,16.75
Davion Mitchell,G,8.33%,3.5
