Player,Roster Position,%Drafted,FPTS
Tyrese Maxey,PG,100.00%,32.25
Keegan Murray,PF,100.00%,6.25
Harrison Barnes,SF,83.33%,27.0
Kyle Anderson,SF,83.33%,47.25
Joel Embiid,C,83.33%,56.0
Mike Conley,G,33.33%,34.25
James Harden,PG,33.33%,69.25
Rudy Gobert,UTIL,33.33%,35.5
Kevin Huerter,SF,33.33%,39.0
De'Anthony Melton,SG,33.33%,9.0
De'Aaron Fox,PG,33.33%,38.5
Malik Monk,SG,33.33%,16.75
Jaden McDaniels,PF,33.33%,31.5
Khris Middleton,SF,16.67%,14.25
Tobias Harris,SF,16.67%,6.0
Pat Connaughton,SG,16.67%,3.5
Domantas Sabonis,C,16.67%,51.0
Naz Reid,F,16.67%,17.5
