Player,Roster Position,%Drafted,FPTS
Devonte' Graham,PG,100.00%,39.0
Jimmy Butler,SF,81.82%,44.25
Bam Adebayo,C,81.82%,57.75
Tari Eason,SF,81.82%,38.25
Jeremy Sochan,PF,81.82%,28.0
Jalen Green,PG,63.64%,19.0
Tre Jones,PG,54.55%,19.75
Trae Young,PG,45.45%,35.5
Alperen Sengun,C,45.45%,36.5
Victor Oladipo,PG,18.18%,12.5
Keita Bates-Diop,SF,18.18%,30.25
Dejounte Murray,G,18.18%,23.75
Zach Collins,C,18.18%,39.0
Tyler Herro,SG,18.18%,34.5
Jabari Smith Jr.,PF,18.18%,17.0
Clint Capela,C,9.09%,37.75
Bogdan Bogdanovic,F,9.09%,18.0
De'Andre Hunter,PF,9.09%,25.75
Charles Bassey,UTIL,9.09%,28.5
Onyeka Okongwu,C,9.09%,21.0
Blake Wesley,UTIL,9.09%,6.5
