Player,Roster Position,%Drafted,FPTS
Jalen Green,PG,100.00%,19.0
Devonte' Graham,SG,80.00%,39.0
Trae Young,PG,80.00%,35.5
Tari Eason,SF,80.00%,38.25
Jeremy Sochan,PF,80.00%,28.0
Jimmy Butler,SF,60.00%,44.25
Bam Adebayo,C,60.00%,57.75
Jabari Smith Jr.,PF,60.00%,17.0
Zach Collins,UTIL,40.00%,39.0
Kevin Love,C,20.00%,16.25
Keita Bates-Diop,PF,20.00%,30.25
Tre Jones,PG,20.00%,19.75
Tyler Herro,UTIL,20.00%,34.5
Charles Bassey,C,20.00%,28.5
KJ Martin,F,20.00%,34.75
Alperen Sengun,UTIL,20.00%,36.5
TyTy Washington Jr.,G,20.00%,0.0
