Player,Roster Position,%Drafted,FPTS
Jeremy Sochan,PF,91.30%,28.0
Devonte' Graham,PG,82.61%,39.0
Tari Eason,SF,78.26%,38.25
Joel Embiid,C,69.57%,56.0
Jalen Green,PG,60.87%,19.0
Marvin Bagley III,PF,39.13%,48.25
Tyrese Maxey,PG,34.78%,32.25
Tre Jones,PG,34.78%,19.75
James Harden,PG,26.09%,69.25
Hamidou Diallo,SF,26.09%,26.75
Evan Mobley,PF,21.74%,48.75
Zach Collins,C,21.74%,39.0
Anthony Edwards,G,17.39%,43.0
Bam Adebayo,C,17.39%,57.75
Keegan Murray,SF,17.39%,6.25
Domantas Sabonis,UTIL,13.04%,51.0
De'Aaron Fox,PG,13.04%,38.5
Tyler Herro,PG,8.70%,34.5
Jarrett Allen,C,8.70%,24.75
Jaden Ivey,SG,8.70%,16.0
Tobias Harris,PF,8.70%,6.0
Naz Reid,C,8.70%,17.5
Caris LeVert,SG,8.70%,20.5
Taurean Prince,F,8.70%,10.0
Giannis Antetokounmpo,C,4.35%,58.25
Donovan Mitchell,UTIL,4.35%,36.25
Jimmy Butler,F,4.35%,44.25
Jrue Holiday,PG,4.35%,54.0
KJ Martin,SF,4.35%,34.75
Kyle Anderson,UTIL,4.35%,47.25
Jabari Smith Jr.,UTIL,4.35%,17.0
Killian Hayes,G,4.35%,16.5
Malik Monk,SG,4.35%,16.75
James Wiseman,C,4.35%,19.75
Harrison Barnes,SF,4.35%,27.0
Bogdan Bogdanovic,SF,4.35%,18.0
John Collins,UTIL,4.35%,3.75
Caleb Martin,PF,4.35%,24.25
Gabe Vincent,PG,4.35%,16.5
Blake Wesley,PG,4.35%,6.5
P.J. Tucker,PF,4.35%,8.0
