Player,Roster Position,%Drafted,FPTS
Jalen Green,PG,100.00%,19.0
Hamidou Diallo,SG,100.00%,26.75
Giannis Antetokounmpo,PF,66.67%,58.25
Caris LeVert,SG,66.67%,20.5
Joel Embiid,C,33.33%,56.0
James Harden,UTIL,33.33%,69.25
Bam Adebayo,C,33.33%,57.75
Evan Mobley,F,33.33%,48.75
Bobby Portis,PF,33.33%,13.75
Jeremy Sochan,F,33.33%,28.0
Tyrese Maxey,G,33.33%,32.25
Marvin Bagley III,C,33.33%,48.25
Harrison Barnes,SF,33.33%,27.0
Keegan Murray,SF,33.33%,6.25
Devonte' Graham,PG,33.33%,39.0
Tari Eason,PF,33.33%,38.25
De'Anthony Melton,G,33.33%,9.0
TyTy Washington Jr.,UTIL,33.33%,0.0
