Player,Roster Position,%Drafted,FPTS
Donovan Mitchell,UTIL,92.31%,36.25
Darius Garland,UTIL,92.31%,40.75
Evan Mobley,UTIL,84.62%,48.75
Jarrett Allen,UTIL,61.54%,24.75
James Wiseman,UTIL,53.85%,19.75
Killian Hayes,UTIL,30.77%,16.5
Marvin Bagley III,UTIL,30.77%,48.25
Hamidou Diallo,UTIL,30.77%,26.75
Cory Joseph,UTIL,30.77%,17.0
Jaden Ivey,UTIL,23.08%,16.0
Dean Wade,UTIL,23.08%,8.25
Isaiah Livers,UTIL,15.38%,17.5
R.J. Hampton,UTIL,15.38%,13.75
Caris LeVert,UTIL,7.69%,20.5
Isaac Okoro,UTIL,7.69%,8.5
