Player,Roster Position,%Drafted,FPTS
Devonte' Graham,PG,85.71%,39.0
Jeremy Sochan,PF,68.57%,28.0
Tari Eason,SF,62.86%,38.25
Joel Embiid,C,48.57%,56.0
Jalen Green,PG,40.00%,19.0
Marvin Bagley III,PF,40.00%,48.25
Hamidou Diallo,SG,40.00%,26.75
Tre Jones,PG,28.57%,19.75
Giannis Antetokounmpo,PF,25.71%,58.25
Domantas Sabonis,C,25.71%,51.0
Tyrese Maxey,PG,25.71%,32.25
Bam Adebayo,C,20.00%,57.75
Anthony Edwards,SG,17.14%,43.0
Jarrett Allen,C,14.29%,24.75
Keegan Murray,SF,14.29%,6.25
Caris LeVert,SG,14.29%,20.5
De'Aaron Fox,PG,11.43%,38.5
Jimmy Butler,SF,11.43%,44.25
Darius Garland,PG,11.43%,40.75
Dejounte Murray,PG,11.43%,23.75
Tyler Herro,PG,11.43%,34.5
Zach Collins,C,11.43%,39.0
Kevin Huerter,SF,11.43%,39.0
James Harden,G,8.57%,69.25
Rudy Gobert,C,8.57%,35.5
Killian Hayes,PG,8.57%,16.5
James Wiseman,C,8.57%,19.75
Harrison Barnes,PF,8.57%,27.0
Evan Mobley,PF,5.71%,48.75
Khris Middleton,SF,5.71%,14.25
Jaden Ivey,PG,5.71%,16.0
Kyle Anderson,SF,5.71%,47.25
Naz Reid,C,5.71%,17.5
De'Anthony Melton,G,5.71%,9.0
Romeo Langford,SG,5.71%,7.25
Donovan Mitchell,PG,2.86%,36.25
Kevin Porter Jr.,UTIL,2.86%,28.0
Clint Capela,C,2.86%,37.75
KJ Martin,PF,2.86%,34.75
Jabari Smith Jr.,F,2.86%,17.0
Tobias Harris,SF,2.86%,6.0
Keita Bates-Diop,SF,2.86%,30.25
Bogdan Bogdanovic,SG,2.86%,18.0
De'Andre Hunter,PF,2.86%,25.75
John Collins,UTIL,2.86%,3.75
Victor Oladipo,G,2.86%,12.5
Onyeka Okongwu,UTIL,2.86%,21.0
Charles Bassey,C,2.86%,28.5
Joe Ingles,UTIL,2.86%,12.25
Isaac Okoro,SG,2.86%,8.5
Ricky Rubio,PG,2.86%,24.25
Blake Wesley,SG,2.86%,6.5
P.J. Tucker,F,2.86%,8.0
Taurean Prince,PF,2.86%,10.0
Josh Christopher,G,2.86%,24.25
Cory Joseph,G,2.86%,17.0
Rodney McGruder,G,2.86%,6.0
Cedi Osman,PF,2.86%,15.0
