Player,Roster Position,%Drafted,FPTS
Devonte' Graham,PG,81.82%,39.0
Jalen Green,PG,72.73%,19.0
Jeremy Sochan,PF,72.73%,28.0
Marvin Bagley III,PF,72.73%,48.25
Tari Eason,SF,72.73%,38.25
Joel Embiid,UTIL,54.55%,56.0
Tre Jones,PG,54.55%,19.75
Bam Adebayo,C,36.36%,57.75
Evan Mobley,C,27.27%,48.75
Anthony Edwards,SG,18.18%,43.0
Donovan Mitchell,PG,18.18%,36.25
De'Aaron Fox,PG,18.18%,38.5
Jarrett Allen,C,18.18%,24.75
Tyrese Maxey,G,18.18%,32.25
Harrison Barnes,SF,18.18%,27.0
Naz Reid,F,18.18%,17.5
Giannis Antetokounmpo,UTIL,9.09%,58.25
James Harden,PG,9.09%,69.25
Dejounte Murray,SG,9.09%,23.75
Alperen Sengun,C,9.09%,36.5
Rudy Gobert,C,9.09%,35.5
Zach Collins,C,9.09%,39.0
Jaden Ivey,SG,9.09%,16.0
Kyle Anderson,F,9.09%,47.25
Kevin Love,PF,9.09%,16.25
Keegan Murray,PF,9.09%,6.25
Hamidou Diallo,SF,9.09%,26.75
John Collins,UTIL,9.09%,3.75
Isaac Okoro,SF,9.09%,8.5
Cory Joseph,G,9.09%,17.0
