Player,Roster Position,%Drafted,FPTS
Giannis Antetokounmpo,UTIL,87.50%,58.25
Joel Embiid,UTIL,87.50%,56.0
James Harden,UTIL,81.25%,69.25
Tyrese Maxey,UTIL,68.75%,32.25
P.J. Tucker,UTIL,56.25%,8.0
Jalen McDaniels,UTIL,37.50%,11.0
Tobias Harris,UTIL,25.00%,6.0
Grayson Allen,UTIL,25.00%,31.25
De'Anthony Melton,UTIL,25.00%,9.0
Brook Lopez,UTIL,18.75%,42.5
Bobby Portis,UTIL,12.50%,13.75
Pat Connaughton,UTIL,12.50%,3.5
Jae Crowder,UTIL,12.50%,4.75
Paul Reed,UTIL,12.50%,12.5
Georges Niang,UTIL,12.50%,21.75
Jrue Holiday,UTIL,6.25%,54.0
Khris Middleton,UTIL,6.25%,14.25
Jevon Carter,UTIL,6.25%,11.25
Shake Milton,UTIL,6.25%,4.75
