Player,Roster Position,%Drafted,FPTS
Domantas Sabonis,UTIL,91.30%,51.0
Keegan Murray,UTIL,91.30%,6.25
Kyle Anderson,UTIL,69.57%,47.25
Harrison Barnes,UTIL,69.57%,27.0
Anthony Edwards,UTIL,65.22%,43.0
Taurean Prince,UTIL,65.22%,10.0
De'Aaron Fox,UTIL,56.52%,38.5
Trey Lyles,UTIL,26.09%,30.0
Jaden McDaniels,UTIL,17.39%,31.5
Naz Reid,UTIL,17.39%,17.5
Rudy Gobert,UTIL,8.70%,35.5
Jordan McLaughlin,UTIL,8.70%,8.25
Malik Monk,UTIL,4.35%,16.75
Kevin Huerter,UTIL,4.35%,39.0
Nickeil Alexander-Walker,UTIL,4.35%,33.25
