Player,Roster Position,%Drafted,FPTS
Domantas Sabonis,UTIL,78.57%,51.0
De'Aaron Fox,UTIL,67.86%,38.5
Anthony Edwards,UTIL,64.29%,43.0
Keegan Murray,UTIL,60.71%,6.25
Rudy Gobert,UTIL,53.57%,35.5
Taurean Prince,UTIL,46.43%,10.0
Harrison Barnes,UTIL,42.86%,27.0
Naz Reid,UTIL,39.29%,17.5
Jaden McDaniels,UTIL,35.71%,31.5
Kyle Anderson,UTIL,28.57%,47.25
Trey Lyles,UTIL,21.43%,30.0
Nickeil Alexander-Walker,UTIL,17.86%,33.25
Jordan McLaughlin,UTIL,17.86%,8.25
Kevin Huerter,UTIL,10.71%,39.0
Mike Conley,UTIL,7.14%,34.25
Terence Davis,UTIL,3.57%,5.25
Chimezie Metu,UTIL,3.57%,8.5
