Player,Roster Position,%Drafted,FPTS
Keegan Murray,UTIL,91.30%,6.25
Domantas Sabonis,UTIL,86.96%,51.0
Anthony Edwards,UTIL,78.26%,43.0
Kyle Anderson,UTIL,78.26%,47.25
Harrison Barnes,UTIL,73.91%,27.0
Taurean Prince,UTIL,73.91%,10.0
De'Aaron Fox,UTIL,34.78%,38.5
Rudy Gobert,UTIL,17.39%,35.5
Nickeil Alexander-Walker,UTIL,17.39%,33.25
Mike Conley,UTIL,8.70%,34.25
Kevin Huerter,UTIL,8.70%,39.0
Jaden McDaniels,UTIL,8.70%,31.5
Trey Lyles,UTIL,8.70%,30.0
Malik Monk,UTIL,4.35%,16.75
Naz Reid,UTIL,4.35%,17.5
Jordan McLaughlin,UTIL,4.35%,8.25
