Player,Roster Position,%Drafted,FPTS
Bam Adebayo,UTIL,100.00%,57.75
Trae Young,UTIL,75.00%,35.5
Tyler Herro,UTIL,75.00%,34.5
Jimmy Butler,UTIL,62.50%,44.25
Dejounte Murray,UTIL,50.00%,23.75
Gabe Vincent,UTIL,37.50%,16.5
Onyeka Okongwu,UTIL,37.50%,21.0
De'Andre Hunter,UTIL,25.00%,25.75
John Collins,UTIL,25.00%,3.75
Caleb Martin,UTIL,25.00%,24.25
Victor Oladipo,UTIL,25.00%,12.5
Jalen Johnson,UTIL,25.00%,13.0
Clint Capela,UTIL,12.50%,37.75
Bogdan Bogdanovic,UTIL,12.50%,18.0
Cody Zeller,UTIL,12.50%,15.0
