Player,Roster Position,%Drafted,FPTS
Jeremy Sochan,PF,86.96%,28.0
Devonte' Graham,PG,78.26%,39.0
Jalen Green,PG,73.91%,19.0
Tari Eason,SF,69.57%,38.25
Joel Embiid,C,60.87%,56.0
Marvin Bagley III,PF,34.78%,48.25
Hamidou Diallo,SF,34.78%,26.75
Zach Collins,C,30.43%,39.0
James Harden,PG,26.09%,69.25
Tyrese Maxey,SG,26.09%,32.25
Tre Jones,PG,26.09%,19.75
Anthony Edwards,SG,21.74%,43.0
De'Aaron Fox,G,17.39%,38.5
Tyler Herro,PG,17.39%,34.5
Evan Mobley,C,13.04%,48.75
Jabari Smith Jr.,PF,13.04%,17.0
James Wiseman,C,13.04%,19.75
John Collins,PF,13.04%,3.75
Giannis Antetokounmpo,PF,8.70%,58.25
Domantas Sabonis,C,8.70%,51.0
Bam Adebayo,C,8.70%,57.75
KJ Martin,SF,8.70%,34.75
Jaden Ivey,PG,8.70%,16.0
Tobias Harris,SF,8.70%,6.0
Keita Bates-Diop,F,8.70%,30.25
Keegan Murray,SF,8.70%,6.25
Caris LeVert,SG,8.70%,20.5
Blake Wesley,PG,8.70%,6.5
Jimmy Butler,F,4.35%,44.25
Alperen Sengun,C,4.35%,36.5
Kevin Porter Jr.,PG,4.35%,28.0
Rudy Gobert,C,4.35%,35.5
Jarrett Allen,C,4.35%,24.75
Khris Middleton,SF,4.35%,14.25
Mike Conley,G,4.35%,34.25
Kyle Anderson,SF,4.35%,47.25
Killian Hayes,PG,4.35%,16.5
Harrison Barnes,SF,4.35%,27.0
De'Anthony Melton,SG,4.35%,9.0
Taurean Prince,UTIL,4.35%,10.0
Romeo Langford,G,4.35%,7.25
