Player,Roster Position,%Drafted,FPTS
Domantas Sabonis,UTIL,82.86%,51.0
De'Aaron Fox,UTIL,82.86%,38.5
Keegan Murray,UTIL,65.71%,6.25
Anthony Edwards,UTIL,62.86%,43.0
Harrison Barnes,UTIL,45.71%,27.0
Naz Reid,UTIL,45.71%,17.5
Taurean Prince,UTIL,42.86%,10.0
Jaden McDaniels,UTIL,31.43%,31.5
Rudy Gobert,UTIL,25.71%,35.5
Trey Lyles,UTIL,22.86%,30.0
Jordan McLaughlin,UTIL,22.86%,8.25
Kyle Anderson,UTIL,20.00%,47.25
Mike Conley,UTIL,14.29%,34.25
Kevin Huerter,UTIL,11.43%,39.0
Nickeil Alexander-Walker,UTIL,8.57%,33.25
Malik Monk,UTIL,5.71%,16.75
Chimezie Metu,UTIL,2.86%,8.5
Jaylen Nowell,UTIL,2.86%,0.0
Luka Garza,UTIL,2.86%,0.0
