Player,Roster Position,%Drafted,FPTS
Trae Young,UTIL,94.74%,35.5
Bam Adebayo,UTIL,84.21%,57.75
Tyler Herro,UTIL,78.95%,34.5
Jimmy Butler,UTIL,63.16%,44.25
Onyeka Okongwu,UTIL,57.89%,21.0
Dejounte Murray,UTIL,31.58%,23.75
Bogdan Bogdanovic,UTIL,31.58%,18.0
Victor Oladipo,UTIL,31.58%,12.5
Jalen Johnson,UTIL,26.32%,13.0
Clint Capela,UTIL,15.79%,37.75
Caleb Martin,UTIL,15.79%,24.25
Cody Zeller,UTIL,15.79%,15.0
Max Strus,UTIL,10.53%,12.25
John Collins,UTIL,10.53%,3.75
Saddiq Bey,UTIL,10.53%,33.75
Gabe Vincent,UTIL,10.53%,16.5
De'Andre Hunter,UTIL,5.26%,25.75
AJ Griffin,UTIL,5.26%,0.0
