Player,Roster Position,%Drafted,FPTS
Devonte' Graham,PG,100.00%,39.0
Jeremy Sochan,PF,90.91%,28.0
Jalen Green,PG,81.82%,19.0
Tari Eason,SF,81.82%,38.25
Joel Embiid,UTIL,72.73%,56.0
Marvin Bagley III,PF,72.73%,48.25
Tre Jones,PG,63.64%,19.75
Bam Adebayo,C,45.45%,57.75
Evan Mobley,C,27.27%,48.75
Giannis Antetokounmpo,PF,18.18%,58.25
Jarrett Allen,C,18.18%,24.75
Tyrese Maxey,G,18.18%,32.25
James Harden,PG,9.09%,69.25
Anthony Edwards,G,9.09%,43.0
Alperen Sengun,C,9.09%,36.5
Zach Collins,C,9.09%,39.0
Kyle Anderson,F,9.09%,47.25
Killian Hayes,PG,9.09%,16.5
Tobias Harris,PF,9.09%,6.0
James Wiseman,C,9.09%,19.75
Harrison Barnes,SF,9.09%,27.0
Hamidou Diallo,SF,9.09%,26.75
John Collins,UTIL,9.09%,3.75
Caris LeVert,G,9.09%,20.5
