Player,Roster Position,%Drafted,FPTS
Pascal Siakam,UTIL,80.65%,36.5
Kristaps Porzingis,UTIL,77.42%,50.75
Bradley Beal,UTIL,67.74%,45.0
Jakob Poeltl,UTIL,58.06%,21.25
Kyle Kuzma,UTIL,51.61%,23.5
Fred VanVleet,UTIL,48.39%,59.5
Delon Wright,UTIL,38.71%,50.5
Scottie Barnes,UTIL,29.03%,24.25
OG Anunoby,UTIL,25.81%,15.75
Daniel Gafford,UTIL,19.35%,17.0
Corey Kispert,UTIL,19.35%,20.0
Gary Trent Jr.,UTIL,16.13%,44.25
Deni Avdija,UTIL,12.90%,2.0
Precious Achiuwa,UTIL,9.68%,7.5
Kendrick Nunn,UTIL,9.68%,-0.25
Chris Boucher,UTIL,6.45%,16.5
Jordan Goodwin,UTIL,6.45%,12.75
Will Barton,UTIL,3.23%,9.75
