Player,Roster Position,%Drafted,FPTS
De'Aaron Fox,T3,65.31%,38.5
Giannis Antetokounmpo,T1,61.22%,58.25
Domantas Sabonis,T2,38.78%,51.0
Jalen Green,T5,38.78%,19.0
Jeremy Sochan,T6,38.78%,28.0
Joel Embiid,T1,34.69%,56.0
Dejounte Murray,T4,34.69%,23.75
Jarrett Allen,T5,32.65%,24.75
Donovan Mitchell,T2,30.61%,36.25
Evan Mobley,T4,28.57%,48.75
Anthony Edwards,T2,16.33%,43.0
Clint Capela,T6,16.33%,37.75
Trae Young,T2,14.29%,35.5
Tyler Herro,T4,14.29%,34.5
Zach Collins,T5,14.29%,39.0
Jaden Ivey,T6,14.29%,16.0
Darius Garland,T3,12.24%,40.75
Bam Adebayo,T3,12.24%,57.75
Kevin Porter Jr.,T4,12.24%,28.0
Alperen Sengun,T4,10.20%,36.5
Kyle Anderson,T6,10.20%,47.25
Khris Middleton,T5,8.16%,14.25
Jabari Smith Jr.,T6,8.16%,17.0
Jimmy Butler,T3,6.12%,44.25
Brook Lopez,T5,6.12%,42.5
Mike Conley,T6,6.12%,34.25
KJ Martin,T6,6.12%,34.75
James Harden,T1,4.08%,69.25
Jrue Holiday,T3,2.04%,54.0
Rudy Gobert,T3,2.04%,35.5
