Player,Roster Position,%Drafted,FPTS
Jeremy Sochan,PF,83.33%,28.0
Devonte' Graham,PG,83.33%,39.0
Jalen Green,PG,66.67%,19.0
Alperen Sengun,C,50.00%,36.5
Hamidou Diallo,SF,50.00%,26.75
Tari Eason,SF,50.00%,38.25
Joel Embiid,UTIL,33.33%,56.0
Jimmy Butler,F,33.33%,44.25
Tyler Herro,PG,33.33%,34.5
Jaden Ivey,PG,33.33%,16.0
Marvin Bagley III,C,33.33%,48.25
Tre Jones,PG,33.33%,19.75
Domantas Sabonis,UTIL,16.67%,51.0
Anthony Edwards,F,16.67%,43.0
De'Aaron Fox,G,16.67%,38.5
Bam Adebayo,UTIL,16.67%,57.75
Dejounte Murray,G,16.67%,23.75
Evan Mobley,PF,16.67%,48.75
Rudy Gobert,UTIL,16.67%,35.5
Zach Collins,UTIL,16.67%,39.0
KJ Martin,F,16.67%,34.75
Kyle Anderson,F,16.67%,47.25
James Wiseman,C,16.67%,19.75
Saddiq Bey,PF,16.67%,33.75
Blake Wesley,G,16.67%,6.5
