Player,Roster Position,%Drafted,FPTS
Anthony Edwards,UTIL,75.00%,23.5
Domantas Sabonis,UTIL,62.50%,18.25
Naz Reid,UTIL,62.50%,1.25
Rudy Gobert,UTIL,50.00%,22.0
Kyle Anderson,UTIL,50.00%,21.75
Taurean Prince,UTIL,50.00%,-0.5
De'Aaron Fox,UTIL,37.50%,23.5
Malik Monk,UTIL,25.00%,8.25
Harrison Barnes,UTIL,25.00%,11.0
Keegan Murray,UTIL,25.00%,4.25
Austin Rivers,UTIL,25.00%,0.0
Mike Conley,UTIL,12.50%,12.5
Jaden McDaniels,UTIL,12.50%,18.5
Terence Davis,UTIL,12.50%,0.0
Davion Mitchell,UTIL,12.50%,3.5
Trey Lyles,UTIL,12.50%,19.5
Matthew Dellavedova,UTIL,12.50%,0.0
Kessler Edwards,UTIL,12.50%,10.75
Josh Minott,UTIL,12.50%,0.0
Keon Ellis,UTIL,12.50%,0.0
