Player,Roster Position,%Drafted,FPTS
Devonte' Graham,PG,87.50%,39.0
Bam Adebayo,C,87.50%,57.75
Jeremy Sochan,PF,81.25%,28.0
Tari Eason,SF,75.00%,38.25
Trae Young,PG,68.75%,35.5
Jalen Green,PG,68.75%,19.0
Jabari Smith Jr.,PF,50.00%,17.0
Jimmy Butler,SF,37.50%,44.25
Zach Collins,C,37.50%,39.0
Tre Jones,PG,31.25%,19.75
Alperen Sengun,C,25.00%,36.5
Tyler Herro,PG,18.75%,34.5
Keita Bates-Diop,SF,12.50%,30.25
Gabe Vincent,PG,12.50%,16.5
John Collins,PF,12.50%,3.75
Kevin Porter Jr.,G,12.50%,28.0
KJ Martin,PF,12.50%,34.75
Kevin Love,PF,6.25%,16.25
Victor Oladipo,UTIL,6.25%,12.5
Bogdan Bogdanovic,SF,6.25%,18.0
Caleb Martin,SF,6.25%,24.25
De'Andre Hunter,SF,6.25%,25.75
Keldon Johnson,SF,6.25%,0.0
Julian Champagnie,SG,6.25%,10.75
Onyeka Okongwu,C,6.25%,21.0
Blake Wesley,UTIL,6.25%,6.5
TyTy Washington Jr.,G,6.25%,0.0
Dominick Barlow,F,6.25%,6.5
