Player,Roster Position,%Drafted,FPTS
Tyrese Maxey,PG,97.44%,32.25
Harrison Barnes,SF,71.79%,27.0
Keegan Murray,SF,71.79%,6.25
Jaden McDaniels,SF,64.10%,31.5
Joel Embiid,C,61.54%,56.0
Kyle Anderson,SF,53.85%,47.25
De'Anthony Melton,SG,51.28%,9.0
James Harden,PG,48.72%,69.25
Tobias Harris,SF,28.21%,6.0
De'Aaron Fox,PG,28.21%,38.5
Naz Reid,PF,28.21%,17.5
Mike Conley,PG,25.64%,34.25
Anthony Edwards,SG,25.64%,43.0
Rudy Gobert,C,17.95%,35.5
Domantas Sabonis,C,17.95%,51.0
Kevin Huerter,SG,17.95%,39.0
Taurean Prince,PF,15.38%,10.0
Trey Lyles,PF,15.38%,30.0
Giannis Antetokounmpo,PF,10.26%,58.25
Malik Monk,SG,10.26%,16.75
Brook Lopez,C,7.69%,42.5
Jrue Holiday,PG,7.69%,54.0
Khris Middleton,SF,5.13%,14.25
Joe Ingles,PG,5.13%,12.25
Grayson Allen,SG,5.13%,31.25
Pat Connaughton,SF,2.56%,3.5
Jevon Carter,PG,2.56%,11.25
Nickeil Alexander-Walker,PG,2.56%,33.25
