Player,Roster Position,%Drafted,FPTS
Giannis Antetokounmpo,T1,86.96%,58.25
De'Aaron Fox,T3,78.26%,38.5
Domantas Sabonis,T2,69.57%,51.0
Jarrett Allen,T5,60.87%,24.75
Jeremy Sochan,T6,56.52%,28.0
Dejounte Murray,T4,34.78%,23.75
Evan Mobley,T4,30.43%,48.75
Alperen Sengun,T4,21.74%,36.5
Clint Capela,T6,17.39%,37.75
Joel Embiid,T1,13.04%,56.0
Donovan Mitchell,T2,13.04%,36.25
Tyler Herro,T4,13.04%,34.5
Zach Collins,T5,13.04%,39.0
Jalen Green,T5,13.04%,19.0
Mike Conley,T6,13.04%,34.25
Trae Young,T2,8.70%,35.5
Anthony Edwards,T2,8.70%,43.0
Bam Adebayo,T3,8.70%,57.75
Brook Lopez,T5,8.70%,42.5
Jaden Ivey,T6,8.70%,16.0
Jimmy Butler,T3,4.35%,44.25
Darius Garland,T3,4.35%,40.75
Jrue Holiday,T3,4.35%,54.0
Khris Middleton,T5,4.35%,14.25
Kyle Anderson,T6,4.35%,47.25
