Player,Roster Position,%Drafted,FPTS
Tyrese Maxey,PG,100.00%,32.25
James Harden,PG,88.89%,69.25
Kyle Anderson,SF,88.89%,47.25
Joel Embiid,C,88.89%,56.0
De'Anthony Melton,SG,88.89%,9.0
Keegan Murray,SF,88.89%,6.25
Harrison Barnes,SF,77.78%,27.0
Jaden McDaniels,SF,77.78%,31.5
Tobias Harris,SF,22.22%,6.0
Brook Lopez,C,11.11%,42.5
Taurean Prince,F,11.11%,10.0
Giannis Antetokounmpo,PF,11.11%,58.25
Rudy Gobert,UTIL,11.11%,35.5
Grayson Allen,SG,11.11%,31.25
Kevin Huerter,G,11.11%,39.0
Naz Reid,F,11.11%,17.5
