Player,Roster Position,%Drafted,FPTS
Jeremy Sochan,PF,78.26%,28.0
Devonte' Graham,PG,78.26%,39.0
Tari Eason,SF,65.22%,38.25
Jalen Green,PG,52.17%,19.0
Joel Embiid,C,47.83%,56.0
Marvin Bagley III,PF,39.13%,48.25
Tyrese Maxey,SG,34.78%,32.25
Anthony Edwards,SG,26.09%,43.0
Tre Jones,PG,26.09%,19.75
Hamidou Diallo,SG,26.09%,26.75
De'Aaron Fox,PG,21.74%,38.5
Evan Mobley,PF,21.74%,48.75
Zach Collins,C,21.74%,39.0
Keegan Murray,SF,21.74%,6.25
Giannis Antetokounmpo,PF,17.39%,58.25
James Harden,PG,17.39%,69.25
Bam Adebayo,C,13.04%,57.75
Jarrett Allen,UTIL,13.04%,24.75
Jaden Ivey,PG,13.04%,16.0
Harrison Barnes,SF,13.04%,27.0
Domantas Sabonis,C,8.70%,51.0
Donovan Mitchell,PG,8.70%,36.25
Jimmy Butler,F,8.70%,44.25
KJ Martin,SF,8.70%,34.75
Kyle Anderson,SF,8.70%,47.25
Jabari Smith Jr.,PF,8.70%,17.0
Tobias Harris,SF,8.70%,6.0
James Wiseman,C,8.70%,19.75
De'Anthony Melton,SG,8.70%,9.0
Alperen Sengun,C,4.35%,36.5
Kevin Porter Jr.,PG,4.35%,28.0
Tyler Herro,PG,4.35%,34.5
Khris Middleton,F,4.35%,14.25
Kevin Love,PF,4.35%,16.25
Keita Bates-Diop,SF,4.35%,30.25
Max Strus,G,4.35%,12.25
Bogdan Bogdanovic,G,4.35%,18.0
John Collins,UTIL,4.35%,3.75
Saddiq Bey,F,4.35%,33.75
Caleb Martin,UTIL,4.35%,24.25
Caris LeVert,G,4.35%,20.5
Isaac Okoro,UTIL,4.35%,8.5
Ricky Rubio,G,4.35%,24.25
Taurean Prince,SF,4.35%,10.0
Dean Wade,C,4.35%,8.25
Austin Rivers,SG,4.35%,0.0
