Player,Roster Position,%Drafted,FPTS
Domantas Sabonis,UTIL,92.00%,51.0
De'Aaron Fox,UTIL,76.00%,38.5
Taurean Prince,UTIL,72.00%,10.0
Anthony Edwards,UTIL,56.00%,43.0
Keegan Murray,UTIL,48.00%,6.25
Kyle Anderson,UTIL,40.00%,47.25
Jaden McDaniels,UTIL,36.00%,31.5
Rudy Gobert,UTIL,28.00%,35.5
Harrison Barnes,UTIL,28.00%,27.0
Trey Lyles,UTIL,24.00%,30.0
Naz Reid,UTIL,20.00%,17.5
Jordan McLaughlin,UTIL,20.00%,8.25
Mike Conley,UTIL,12.00%,34.25
Chimezie Metu,UTIL,8.00%,8.5
Malik Monk,UTIL,4.00%,16.75
Terence Davis,UTIL,4.00%,5.25
Nickeil Alexander-Walker,UTIL,4.00%,33.25
Luka Garza,UTIL,4.00%,0.0
