Player,Roster Position,%Drafted,FPTS
Darius Garland,UTIL,95.65%,40.75
Donovan Mitchell,UTIL,91.30%,36.25
Evan Mobley,UTIL,91.30%,48.75
Jarrett Allen,UTIL,86.96%,24.75
Hamidou Diallo,UTIL,65.22%,26.75
Cory Joseph,UTIL,39.13%,17.0
R.J. Hampton,UTIL,30.43%,13.75
Marvin Bagley III,UTIL,21.74%,48.25
James Wiseman,UTIL,21.74%,19.75
Jaden Ivey,UTIL,17.39%,16.0
Caris LeVert,UTIL,13.04%,20.5
Isaiah Livers,UTIL,13.04%,17.5
Killian Hayes,UTIL,4.35%,16.5
Isaac Okoro,UTIL,4.35%,8.5
Dean Wade,UTIL,4.35%,8.25
