Player,Roster Position,%Drafted,FPTS
De'Aaron Fox,G,100.00%,38.5
Taurean Prince,F,66.67%,10.0
Joel Embiid,C,66.67%,56.0
De'Anthony Melton,F,66.67%,9.0
Jaden McDaniels,SF,66.67%,31.5
Tyrese Maxey,PG,66.67%,32.25
Jrue Holiday,PG,33.33%,54.0
Khris Middleton,SF,33.33%,14.25
Harrison Barnes,SF,33.33%,27.0
Tobias Harris,PF,33.33%,6.0
Joe Ingles,PG,33.33%,12.25
Kyle Anderson,PF,33.33%,47.25
Giannis Antetokounmpo,C,33.33%,58.25
Grayson Allen,SG,33.33%,31.25
Kevin Huerter,SG,33.33%,39.0
Naz Reid,PF,33.33%,17.5
Keegan Murray,UTIL,33.33%,6.25
