Player,Roster Position,%Drafted,FPTS
Devonte' Graham,PG,81.82%,39.0
Jeremy Sochan,PF,72.73%,28.0
Hamidou Diallo,SG,63.64%,26.75
Anthony Edwards,SF,45.45%,43.0
Joel Embiid,C,36.36%,56.0
Jalen Green,SG,36.36%,19.0
Tre Jones,PG,36.36%,19.75
Tari Eason,SF,36.36%,38.25
James Harden,G,27.27%,69.25
Alperen Sengun,C,27.27%,36.5
Jarrett Allen,C,27.27%,24.75
Tyrese Maxey,PG,27.27%,32.25
De'Aaron Fox,G,18.18%,38.5
Bam Adebayo,UTIL,18.18%,57.75
Evan Mobley,PF,18.18%,48.75
Tyler Herro,PG,18.18%,34.5
Jaden Ivey,PG,18.18%,16.0
Marvin Bagley III,PF,18.18%,48.25
James Wiseman,C,18.18%,19.75
Keegan Murray,F,18.18%,6.25
Caris LeVert,SG,18.18%,20.5
Giannis Antetokounmpo,PF,9.09%,58.25
Donovan Mitchell,SG,9.09%,36.25
Jimmy Butler,F,9.09%,44.25
Kevin Porter Jr.,PG,9.09%,28.0
Zach Collins,UTIL,9.09%,39.0
Jabari Smith Jr.,F,9.09%,17.0
Killian Hayes,PG,9.09%,16.5
Keita Bates-Diop,F,9.09%,30.25
Jaden McDaniels,SF,9.09%,31.5
De'Andre Hunter,PF,9.09%,25.75
Isaiah Livers,PF,9.09%,17.5
Blake Wesley,G,9.09%,6.5
Romeo Langford,G,9.09%,7.25
