Player,Roster Position,%Drafted,FPTS
Domantas Sabonis,UTIL,81.48%,51.0
Anthony Edwards,UTIL,77.78%,43.0
Taurean Prince,UTIL,70.37%,10.0
De'Aaron Fox,UTIL,66.67%,38.5
Kyle Anderson,UTIL,48.15%,47.25
Keegan Murray,UTIL,48.15%,6.25
Naz Reid,UTIL,33.33%,17.5
Harrison Barnes,UTIL,29.63%,27.0
Jaden McDaniels,UTIL,29.63%,31.5
Rudy Gobert,UTIL,22.22%,35.5
Trey Lyles,UTIL,22.22%,30.0
Jordan McLaughlin,UTIL,18.52%,8.25
Mike Conley,UTIL,14.81%,34.25
Kevin Huerter,UTIL,11.11%,39.0
Malik Monk,UTIL,7.41%,16.75
Nickeil Alexander-Walker,UTIL,7.41%,33.25
Terence Davis,UTIL,3.70%,5.25
Davion Mitchell,UTIL,3.70%,3.5
Chimezie Metu,UTIL,3.70%,8.5
