Player,Roster Position,%Drafted,FPTS
Domantas Sabonis,UTIL,91.30%,51.0
Anthony Edwards,UTIL,86.96%,43.0
Keegan Murray,UTIL,78.26%,6.25
Taurean Prince,UTIL,73.91%,10.0
Harrison Barnes,UTIL,69.57%,27.0
Kyle Anderson,UTIL,60.87%,47.25
De'Aaron Fox,UTIL,39.13%,38.5
Nickeil Alexander-Walker,UTIL,21.74%,33.25
Jaden McDaniels,UTIL,17.39%,31.5
Rudy Gobert,UTIL,13.04%,35.5
Naz Reid,UTIL,13.04%,17.5
Trey Lyles,UTIL,13.04%,30.0
Jordan McLaughlin,UTIL,8.70%,8.25
Mike Conley,UTIL,4.35%,34.25
Malik Monk,UTIL,4.35%,16.75
Kevin Huerter,UTIL,4.35%,39.0
