Player,Roster Position,%Drafted,FPTS
Jeremy Sochan,PF,67.74%,28.0
Devonte' Graham,PG,67.74%,39.0
Jalen Green,PG,51.61%,19.0
Joel Embiid,C,48.39%,56.0
Hamidou Diallo,SG,45.16%,26.75
Tyrese Maxey,PG,38.71%,32.25
Tari Eason,SF,38.71%,38.25
Marvin Bagley III,PF,25.81%,48.25
De'Aaron Fox,PG,22.58%,38.5
James Harden,PG,19.35%,69.25
Anthony Edwards,SF,19.35%,43.0
Rudy Gobert,C,19.35%,35.5
Tyler Herro,PG,19.35%,34.5
Zach Collins,C,19.35%,39.0
De'Anthony Melton,SG,19.35%,9.0
Evan Mobley,PF,16.13%,48.75
Kyle Anderson,SF,16.13%,47.25
Keegan Murray,SF,16.13%,6.25
Naz Reid,C,16.13%,17.5
Domantas Sabonis,C,12.90%,51.0
Donovan Mitchell,PG,12.90%,36.25
Caris LeVert,SG,12.90%,20.5
Jimmy Butler,SF,9.68%,44.25
Dejounte Murray,PG,9.68%,23.75
Kevin Porter Jr.,PG,9.68%,28.0
Tre Jones,PG,9.68%,19.75
James Wiseman,C,9.68%,19.75
Giannis Antetokounmpo,PF,6.45%,58.25
Jarrett Allen,C,6.45%,24.75
Khris Middleton,F,6.45%,14.25
KJ Martin,SF,6.45%,34.75
Tobias Harris,SF,6.45%,6.0
Kevin Love,PF,6.45%,16.25
Keita Bates-Diop,SF,6.45%,30.25
Bogdan Bogdanovic,SG,6.45%,18.0
John Collins,PF,6.45%,3.75
Saddiq Bey,SF,6.45%,33.75
Nickeil Alexander-Walker,G,6.45%,33.25
Darius Garland,G,3.23%,40.75
Bam Adebayo,C,3.23%,57.75
Alperen Sengun,C,3.23%,36.5
Bobby Portis,F,3.23%,13.75
Brook Lopez,UTIL,3.23%,42.5
Jabari Smith Jr.,PF,3.23%,17.0
Killian Hayes,G,3.23%,16.5
Kevin Huerter,G,3.23%,39.0
Harrison Barnes,UTIL,3.23%,27.0
Jaden McDaniels,F,3.23%,31.5
Pat Connaughton,SF,3.23%,3.5
Charles Bassey,UTIL,3.23%,28.5
Isaac Okoro,G,3.23%,8.5
Trey Lyles,F,3.23%,30.0
Cory Joseph,PG,3.23%,17.0
Jordan McLaughlin,UTIL,3.23%,8.25
Cedi Osman,F,3.23%,15.0
