Player,Roster Position,%Drafted,FPTS
Jalen Green,PG,100.00%,19.0
Devonte' Graham,SG,80.00%,39.0
Bam Adebayo,C,80.00%,57.75
Tari Eason,SF,80.00%,38.25
Jeremy Sochan,PF,80.00%,28.0
Jimmy Butler,SF,60.00%,44.25
Trae Young,PG,60.00%,35.5
Zach Collins,UTIL,40.00%,39.0
Tre Jones,PG,40.00%,19.75
Alperen Sengun,C,40.00%,36.5
Jabari Smith Jr.,PF,40.00%,17.0
Dejounte Murray,G,20.00%,23.75
Trent Forrest,F,20.00%,0.0
Kevin Porter Jr.,UTIL,20.00%,28.0
Charles Bassey,C,20.00%,28.5
Jalen Johnson,PF,20.00%,13.0
