Player,Roster Position,%Drafted,FPTS
Tyrese Maxey,PG,100.00%,32.25
Jaden McDaniels,SF,93.75%,31.5
Kyle Anderson,SF,81.25%,47.25
Joel Embiid,C,81.25%,56.0
Harrison Barnes,SF,75.00%,27.0
De'Anthony Melton,SG,68.75%,9.0
Keegan Murray,SF,68.75%,6.25
James Harden,PG,62.50%,69.25
Mike Conley,PG,31.25%,34.25
Tobias Harris,PF,31.25%,6.0
Domantas Sabonis,C,18.75%,51.0
Kevin Huerter,SG,18.75%,39.0
De'Aaron Fox,PG,18.75%,38.5
Rudy Gobert,UTIL,12.50%,35.5
Khris Middleton,SF,6.25%,14.25
Taurean Prince,UTIL,6.25%,10.0
Trey Lyles,UTIL,6.25%,30.0
Malik Monk,G,6.25%,16.75
Naz Reid,UTIL,6.25%,17.5
Anthony Edwards,SG,6.25%,43.0
