Player,Roster Position,%Drafted,FPTS
Devonte' Graham,PG,75.00%,39.0
Jeremy Sochan,PF,62.50%,28.0
Tari Eason,SF,50.00%,38.25
Anthony Edwards,SF,37.50%,43.0
De'Aaron Fox,PG,37.50%,38.5
Zach Collins,C,37.50%,39.0
Jalen Green,SG,37.50%,19.0
Tyrese Maxey,PG,37.50%,32.25
Giannis Antetokounmpo,PF,25.00%,58.25
Joel Embiid,C,25.00%,56.0
Donovan Mitchell,SG,25.00%,36.25
Dejounte Murray,G,25.00%,23.75
Tyler Herro,SG,25.00%,34.5
Tobias Harris,SF,25.00%,6.0
Marvin Bagley III,PF,25.00%,48.25
Tre Jones,PG,25.00%,19.75
Keegan Murray,SF,25.00%,6.25
Charles Bassey,C,25.00%,28.5
Trae Young,PG,12.50%,35.5
Jimmy Butler,F,12.50%,44.25
Jarrett Allen,C,12.50%,24.75
Jaden Ivey,PG,12.50%,16.0
Jabari Smith Jr.,PF,12.50%,17.0
James Wiseman,C,12.50%,19.75
Harrison Barnes,F,12.50%,27.0
Bogdan Bogdanovic,UTIL,12.50%,18.0
Hamidou Diallo,SF,12.50%,26.75
Naz Reid,F,12.50%,17.5
Victor Oladipo,G,12.50%,12.5
De'Anthony Melton,SF,12.50%,9.0
Terence Davis,UTIL,12.50%,5.25
Davion Mitchell,SG,12.50%,3.5
