Player,Roster Position,%Drafted,FPTS
Jalen Green,PG,87.18%,19.0
Devonte' Graham,PG,79.49%,39.0
Jeremy Sochan,PF,79.49%,28.0
Bam Adebayo,C,64.10%,57.75
Tari Eason,SF,61.54%,38.25
Zach Collins,C,56.41%,39.0
Trae Young,PG,53.85%,35.5
Jimmy Butler,SF,43.59%,44.25
Jabari Smith Jr.,PF,38.46%,17.0
Tre Jones,PG,35.90%,19.75
Dejounte Murray,PG,30.77%,23.75
Alperen Sengun,C,25.64%,36.5
Tyler Herro,PG,23.08%,34.5
Keita Bates-Diop,SF,20.51%,30.25
John Collins,PF,17.95%,3.75
KJ Martin,SF,17.95%,34.75
Clint Capela,C,15.38%,37.75
De'Andre Hunter,SF,10.26%,25.75
Kevin Porter Jr.,PG,10.26%,28.0
Kevin Love,F,5.13%,16.25
Bogdan Bogdanovic,SF,5.13%,18.0
Romeo Langford,SG,5.13%,7.25
Max Strus,SG,2.56%,12.25
Saddiq Bey,SF,2.56%,33.75
Onyeka Okongwu,C,2.56%,21.0
Jalen Johnson,PF,2.56%,13.0
Josh Christopher,UTIL,2.56%,24.25
