Player,Roster Position,%Drafted,FPTS
Jeremy Sochan,PF,82.61%,28.0
Devonte' Graham,PG,78.26%,39.0
Jalen Green,PG,69.57%,19.0
Tari Eason,SF,60.87%,38.25
Joel Embiid,C,56.52%,56.0
Marvin Bagley III,PF,43.48%,48.25
Anthony Edwards,SG,34.78%,43.0
Hamidou Diallo,SG,30.43%,26.75
James Harden,PG,26.09%,69.25
Tyrese Maxey,SG,26.09%,32.25
Tre Jones,PG,26.09%,19.75
De'Aaron Fox,PG,21.74%,38.5
Jimmy Butler,SF,17.39%,44.25
Zach Collins,C,17.39%,39.0
Domantas Sabonis,C,13.04%,51.0
Bam Adebayo,C,13.04%,57.75
Evan Mobley,C,13.04%,48.75
Kyle Anderson,SF,13.04%,47.25
James Wiseman,C,13.04%,19.75
Keegan Murray,PF,13.04%,6.25
Jarrett Allen,C,8.70%,24.75
Mike Conley,G,8.70%,34.25
KJ Martin,SF,8.70%,34.75
Killian Hayes,G,8.70%,16.5
Keita Bates-Diop,PF,8.70%,30.25
Caris LeVert,SG,8.70%,20.5
Nickeil Alexander-Walker,SG,8.70%,33.25
Darius Garland,PG,4.35%,40.75
Rudy Gobert,C,4.35%,35.5
Tyler Herro,G,4.35%,34.5
Bobby Portis,C,4.35%,13.75
Tobias Harris,F,4.35%,6.0
Harrison Barnes,SF,4.35%,27.0
De'Andre Hunter,F,4.35%,25.75
John Collins,UTIL,4.35%,3.75
Naz Reid,UTIL,4.35%,17.5
De'Anthony Melton,F,4.35%,9.0
Terence Davis,UTIL,4.35%,5.25
Trey Lyles,F,4.35%,30.0
Blake Wesley,PG,4.35%,6.5
Taurean Prince,UTIL,4.35%,10.0
Jaylen Nowell,UTIL,4.35%,0.0
Rodney McGruder,UTIL,4.35%,6.0
