Player,Roster Position,%Drafted,FPTS
Jeremy Sochan,PF,100.00%,28.0
Devonte' Graham,PG,95.65%,39.0
Joel Embiid,C,73.91%,56.0
Jalen Green,PG,73.91%,19.0
Tari Eason,SF,69.57%,38.25
Tre Jones,PG,65.22%,19.75
Marvin Bagley III,PF,60.87%,48.25
Bam Adebayo,C,47.83%,57.75
Hamidou Diallo,SF,34.78%,26.75
Tyrese Maxey,PG,21.74%,32.25
James Harden,PG,17.39%,69.25
Evan Mobley,PF,17.39%,48.75
Zach Collins,C,17.39%,39.0
De'Aaron Fox,PG,13.04%,38.5
Harrison Barnes,SF,13.04%,27.0
Anthony Edwards,G,8.70%,43.0
Alperen Sengun,C,8.70%,36.5
Keegan Murray,SF,8.70%,6.25
Giannis Antetokounmpo,UTIL,4.35%,58.25
Domantas Sabonis,UTIL,4.35%,51.0
Jimmy Butler,F,4.35%,44.25
Tyler Herro,SG,4.35%,34.5
Jarrett Allen,C,4.35%,24.75
Jaden Ivey,UTIL,4.35%,16.0
Kyle Anderson,F,4.35%,47.25
Tobias Harris,PF,4.35%,6.0
Keita Bates-Diop,PF,4.35%,30.25
James Wiseman,C,4.35%,19.75
John Collins,UTIL,4.35%,3.75
Caris LeVert,G,4.35%,20.5
