Player,Roster Position,%Drafted,FPTS
Tyrese Maxey,PG,85.71%,32.25
Keegan Murray,SF,64.29%,6.25
Harrison Barnes,SF,60.71%,27.0
De'Anthony Melton,SG,57.14%,9.0
De'Aaron Fox,PG,57.14%,38.5
Joel Embiid,C,53.57%,56.0
Kyle Anderson,SF,46.43%,47.25
Tobias Harris,SF,35.71%,6.0
Kevin Huerter,SG,32.14%,39.0
Mike Conley,PG,28.57%,34.25
James Harden,PG,28.57%,69.25
Naz Reid,PF,28.57%,17.5
Khris Middleton,SF,25.00%,14.25
Rudy Gobert,C,25.00%,35.5
Jaden McDaniels,SF,25.00%,31.5
Brook Lopez,C,17.86%,42.5
Grayson Allen,SG,17.86%,31.25
Domantas Sabonis,C,17.86%,51.0
Giannis Antetokounmpo,PF,14.29%,58.25
Trey Lyles,PF,14.29%,30.0
Anthony Edwards,SF,14.29%,43.0
Joe Ingles,UTIL,7.14%,12.25
Taurean Prince,PF,7.14%,10.0
Malik Monk,SG,7.14%,16.75
P.J. Tucker,F,3.57%,8.0
Jrue Holiday,G,3.57%,54.0
Pat Connaughton,G,3.57%,3.5
Bobby Portis,PF,3.57%,13.75
Jordan McLaughlin,G,3.57%,8.25
Shake Milton,SG,3.57%,4.75
Davion Mitchell,SG,3.57%,3.5
Paul Reed,C,3.57%,12.5
