Player,Roster Position,%Drafted,FPTS
Bam Adebayo,UTIL,100.00%,57.75
Tyler Herro,UTIL,71.43%,34.5
Trae Young,UTIL,64.29%,35.5
Jimmy Butler,UTIL,64.29%,44.25
Onyeka Okongwu,UTIL,64.29%,21.0
Dejounte Murray,UTIL,42.86%,23.75
Clint Capela,UTIL,42.86%,37.75
John Collins,UTIL,28.57%,3.75
Gabe Vincent,UTIL,28.57%,16.5
Victor Oladipo,UTIL,21.43%,12.5
Jalen Johnson,UTIL,21.43%,13.0
De'Andre Hunter,UTIL,14.29%,25.75
Caleb Martin,UTIL,14.29%,24.25
Max Strus,UTIL,7.14%,12.25
Saddiq Bey,UTIL,7.14%,33.75
Cody Zeller,UTIL,7.14%,15.0
