Player,Roster Position,%Drafted,FPTS
Giannis Antetokounmpo,UTIL,82.35%,58.25
Joel Embiid,UTIL,70.59%,56.0
James Harden,UTIL,64.71%,69.25
Tyrese Maxey,UTIL,58.82%,32.25
P.J. Tucker,UTIL,47.06%,8.0
Jrue Holiday,UTIL,35.29%,54.0
Khris Middleton,UTIL,35.29%,14.25
De'Anthony Melton,UTIL,35.29%,9.0
Joe Ingles,UTIL,29.41%,12.25
Bobby Portis,UTIL,23.53%,13.75
Brook Lopez,UTIL,23.53%,42.5
Tobias Harris,UTIL,23.53%,6.0
Jalen McDaniels,UTIL,17.65%,11.0
Jae Crowder,UTIL,11.76%,4.75
Grayson Allen,UTIL,5.88%,31.25
Montrezl Harrell,UTIL,5.88%,0.0
Pat Connaughton,UTIL,5.88%,3.5
Jevon Carter,UTIL,5.88%,11.25
Mac McClung,UTIL,5.88%,0.0
Thanasis Antetokounmpo,UTIL,5.88%,0.0
Georges Niang,UTIL,5.88%,21.75
