Player,Roster Position,%Drafted,FPTS
Devonte' Graham,PG,95.65%,39.0
Jeremy Sochan,PF,91.30%,28.0
Tari Eason,SF,86.96%,38.25
Joel Embiid,C,82.61%,56.0
Jalen Green,PG,73.91%,19.0
Marvin Bagley III,PF,73.91%,48.25
Tre Jones,PG,65.22%,19.75
Bam Adebayo,C,43.48%,57.75
Tyrese Maxey,G,26.09%,32.25
Hamidou Diallo,SG,26.09%,26.75
Evan Mobley,PF,21.74%,48.75
James Harden,PG,13.04%,69.25
Anthony Edwards,G,13.04%,43.0
Harrison Barnes,SF,13.04%,27.0
De'Aaron Fox,G,8.70%,38.5
Clint Capela,C,8.70%,37.75
Keegan Murray,SF,8.70%,6.25
Giannis Antetokounmpo,UTIL,4.35%,58.25
Domantas Sabonis,UTIL,4.35%,51.0
Trae Young,PG,4.35%,35.5
Alperen Sengun,C,4.35%,36.5
Rudy Gobert,UTIL,4.35%,35.5
Jarrett Allen,C,4.35%,24.75
Zach Collins,C,4.35%,39.0
Tobias Harris,PF,4.35%,6.0
John Collins,UTIL,4.35%,3.75
De'Anthony Melton,F,4.35%,9.0
Caris LeVert,SG,4.35%,20.5
