Player,Roster Position,%Drafted,FPTS
Devonte' Graham,PG,84.00%,39.0
Tari Eason,SF,64.00%,38.25
Jalen Green,PG,64.00%,19.0
Jimmy Butler,SF,60.00%,44.25
Bam Adebayo,C,60.00%,57.75
Jeremy Sochan,PF,60.00%,28.0
Zach Collins,C,56.00%,39.0
Trae Young,PG,56.00%,35.5
Dejounte Murray,SG,44.00%,23.75
Jabari Smith Jr.,PF,44.00%,17.0
Tre Jones,PG,32.00%,19.75
KJ Martin,SF,32.00%,34.75
Tyler Herro,PG,20.00%,34.5
Keita Bates-Diop,PF,16.00%,30.25
Alperen Sengun,C,16.00%,36.5
Kevin Love,F,8.00%,16.25
Bogdan Bogdanovic,SG,8.00%,18.0
Caleb Martin,SF,8.00%,24.25
John Collins,PF,8.00%,3.75
Max Strus,SF,8.00%,12.25
De'Andre Hunter,SF,8.00%,25.75
Kevin Porter Jr.,PG,8.00%,28.0
Clint Capela,C,4.00%,37.75
Trent Forrest,F,4.00%,0.0
Jamal Cain,G,4.00%,0.0
Saddiq Bey,UTIL,4.00%,33.75
Romeo Langford,SG,4.00%,7.25
Charles Bassey,C,4.00%,28.5
Onyeka Okongwu,C,4.00%,21.0
Blake Wesley,PG,4.00%,6.5
TyTy Washington Jr.,G,4.00%,0.0
