Player,Roster Position,%Drafted,FPTS
Devonte' Graham,PG,76.92%,39.0
Jeremy Sochan,PF,74.36%,28.0
Tari Eason,SF,58.97%,38.25
Joel Embiid,C,56.41%,56.0
Jalen Green,PG,53.85%,19.0
Marvin Bagley III,PF,43.59%,48.25
Hamidou Diallo,SG,35.90%,26.75
Tre Jones,PG,30.77%,19.75
James Harden,PG,23.08%,69.25
Tyrese Maxey,PG,23.08%,32.25
Caris LeVert,SG,23.08%,20.5
Anthony Edwards,SG,20.51%,43.0
De'Aaron Fox,PG,20.51%,38.5
Zach Collins,C,20.51%,39.0
Evan Mobley,PF,17.95%,48.75
James Wiseman,C,17.95%,19.75
Bam Adebayo,C,15.38%,57.75
Giannis Antetokounmpo,PF,12.82%,58.25
Domantas Sabonis,C,12.82%,51.0
Keegan Murray,F,12.82%,6.25
Kyle Anderson,SF,10.26%,47.25
Harrison Barnes,SF,10.26%,27.0
Alperen Sengun,C,7.69%,36.5
Jarrett Allen,C,7.69%,24.75
Clint Capela,C,7.69%,37.75
Jabari Smith Jr.,PF,7.69%,17.0
Keita Bates-Diop,SF,7.69%,30.25
Jimmy Butler,SF,5.13%,44.25
Dejounte Murray,PG,5.13%,23.75
Rudy Gobert,UTIL,5.13%,35.5
Tyler Herro,SG,5.13%,34.5
KJ Martin,SF,5.13%,34.75
Jaden Ivey,PG,5.13%,16.0
Killian Hayes,PG,5.13%,16.5
Tobias Harris,SF,5.13%,6.0
Cedi Osman,SF,5.13%,15.0
Romeo Langford,SG,5.13%,7.25
Trae Young,PG,2.56%,35.5
Darius Garland,PG,2.56%,40.75
Khris Middleton,F,2.56%,14.25
Kevin Huerter,G,2.56%,39.0
Jaden McDaniels,SF,2.56%,31.5
De'Andre Hunter,PF,2.56%,25.75
John Collins,PF,2.56%,3.75
Gabe Vincent,UTIL,2.56%,16.5
Victor Oladipo,PG,2.56%,12.5
Onyeka Okongwu,UTIL,2.56%,21.0
De'Anthony Melton,F,2.56%,9.0
Joe Ingles,UTIL,2.56%,12.25
Isaiah Livers,PF,2.56%,17.5
Josh Christopher,F,2.56%,24.25
Raul Neto,PG,2.56%,0.0
