Player,Roster Position,%Drafted,FPTS
Giannis Antetokounmpo,UTIL,88.89%,58.25
Joel Embiid,UTIL,72.22%,56.0
Tyrese Maxey,UTIL,72.22%,32.25
P.J. Tucker,UTIL,61.11%,8.0
James Harden,UTIL,50.00%,69.25
Khris Middleton,UTIL,27.78%,14.25
Tobias Harris,UTIL,27.78%,6.0
Grayson Allen,UTIL,27.78%,31.25
Jrue Holiday,UTIL,22.22%,54.0
Bobby Portis,UTIL,22.22%,13.75
Jalen McDaniels,UTIL,22.22%,11.0
Brook Lopez,UTIL,16.67%,42.5
De'Anthony Melton,UTIL,11.11%,9.0
Jevon Carter,UTIL,11.11%,11.25
Shake Milton,UTIL,11.11%,4.75
Georges Niang,UTIL,11.11%,21.75
Jae Crowder,UTIL,5.56%,4.75
Joe Ingles,UTIL,5.56%,12.25
