Player,Roster Position,%Drafted,FPTS
Tyrese Maxey,PG,86.96%,32.25
Harrison Barnes,SF,69.57%,27.0
Jaden McDaniels,SF,65.22%,31.5
Keegan Murray,SF,65.22%,6.25
Kyle Anderson,SF,56.52%,47.25
James Harden,PG,52.17%,69.25
Joel Embiid,C,52.17%,56.0
De'Anthony Melton,SG,47.83%,9.0
Tobias Harris,SF,39.13%,6.0
Domantas Sabonis,C,34.78%,51.0
Mike Conley,PG,30.43%,34.25
Anthony Edwards,SG,26.09%,43.0
De'Aaron Fox,PG,21.74%,38.5
Naz Reid,PF,21.74%,17.5
Malik Monk,SG,17.39%,16.75
Pat Connaughton,SF,8.70%,3.5
Taurean Prince,SF,8.70%,10.0
Giannis Antetokounmpo,PF,8.70%,58.25
Grayson Allen,SG,8.70%,31.25
Trey Lyles,PF,8.70%,30.0
Nickeil Alexander-Walker,G,8.70%,33.25
Brook Lopez,C,4.35%,42.5
Georges Niang,UTIL,4.35%,21.75
Rudy Gobert,C,4.35%,35.5
Bobby Portis,PF,4.35%,13.75
Chimezie Metu,C,4.35%,8.5
Kevin Huerter,UTIL,4.35%,39.0
