Player,Roster Position,%Drafted,FPTS
Devonte' Graham,PG,71.43%,39.0
Jalen Green,PG,64.29%,19.0
Jeremy Sochan,PF,60.71%,28.0
Hamidou Diallo,SG,57.14%,26.75
Joel Embiid,C,53.57%,56.0
Tari Eason,SF,53.57%,38.25
Tyrese Maxey,PG,42.86%,32.25
Marvin Bagley III,PF,32.14%,48.25
Giannis Antetokounmpo,PF,25.00%,58.25
Zach Collins,C,25.00%,39.0
Evan Mobley,PF,21.43%,48.75
Tre Jones,PG,17.86%,19.75
De'Aaron Fox,PG,14.29%,38.5
Jimmy Butler,SF,14.29%,44.25
James Wiseman,C,14.29%,19.75
Domantas Sabonis,C,10.71%,51.0
James Harden,PG,10.71%,69.25
Anthony Edwards,SG,10.71%,43.0
Tyler Herro,SG,10.71%,34.5
Harrison Barnes,PF,10.71%,27.0
Keegan Murray,SF,10.71%,6.25
Naz Reid,PF,10.71%,17.5
Trae Young,PG,7.14%,35.5
Donovan Mitchell,UTIL,7.14%,36.25
Rudy Gobert,C,7.14%,35.5
Jarrett Allen,C,7.14%,24.75
KJ Martin,PF,7.14%,34.75
Kyle Anderson,SF,7.14%,47.25
Killian Hayes,G,7.14%,16.5
Max Strus,SF,7.14%,12.25
Caris LeVert,SG,7.14%,20.5
Isaiah Livers,F,7.14%,17.5
Taurean Prince,F,7.14%,10.0
Darius Garland,G,3.57%,40.75
Jrue Holiday,PG,3.57%,54.0
Bam Adebayo,C,3.57%,57.75
Dejounte Murray,UTIL,3.57%,23.75
Kevin Porter Jr.,G,3.57%,28.0
Khris Middleton,F,3.57%,14.25
Jabari Smith Jr.,PF,3.57%,17.0
Tobias Harris,PF,3.57%,6.0
Malik Monk,SG,3.57%,16.75
Kevin Huerter,SG,3.57%,39.0
Jaden McDaniels,PF,3.57%,31.5
Bogdan Bogdanovic,SF,3.57%,18.0
Gabe Vincent,SG,3.57%,16.5
Jevon Carter,UTIL,3.57%,11.25
Joe Ingles,UTIL,3.57%,12.25
Trey Lyles,F,3.57%,30.0
Nickeil Alexander-Walker,PG,3.57%,33.25
Blake Wesley,SG,3.57%,6.5
Rodney McGruder,F,3.57%,6.0
Jalen McDaniels,UTIL,3.57%,11.0
AJ Griffin,G,3.57%,0.0
Daishen Nix,SG,3.57%,17.0
